Date,Close,High,Low,Open,Volume
2002-12-16,2.005225658416748,2.039212501936965,1.8579492014440977,1.8579492014440977,556500
2002-12-17,1.9825682640075684,2.0845289553995894,1.9712393133030937,2.0165551161209936,1523000
2002-12-18,1.9870994091033936,1.999561306508574,1.97690340944586,1.999561306508574,413500
2002-12-19,2.046011209487915,2.046011209487915,1.9825690077232572,1.983701957239403,1211500
2002-12-20,2.1026549339294434,2.175160290449603,2.050541713150946,2.050541713150946,1549000
2002-12-23,2.159299373626709,2.1728940829888588,2.130977006184021,2.130977006184021,501500
2002-12-24,2.1864898204803467,2.1864898204803467,2.136642484362725,2.136642484362725,126000
2002-12-26,2.1898884773254395,2.2000846151701787,2.1638318606801215,2.19781885177749,317000
2002-12-27,2.1819584369659424,2.189888677089638,2.162699243793604,2.189888677089638,298000
2002-12-30,2.153635025024414,2.1751599715083776,2.152502076240328,2.1751599715083776,119500
2002-12-31,2.1774260997772217,2.1774260997772217,2.1581667787174665,2.1581667787174665,111000
2003-01-02,2.210279703140259,2.2136784143484634,2.175159912408319,2.175159912408319,328500
2003-01-03,2.2544636726379395,2.2544636726379395,2.1921542998225902,2.2034833871950066,344000
2003-01-06,2.3315000534057617,2.3337656811692646,2.265791986402032,2.2714565960176945,866000
2003-01-07,2.4096696376800537,2.418732688016717,2.322436495198402,2.328101104236385,651500
2003-01-08,2.549015760421753,2.5943315529460356,2.3847458774695145,2.3915433003688427,1763500
2003-01-09,2.599996566772461,2.6283188064569942,2.4527199480403916,2.5263582574064265,2531000
2003-01-10,2.537686824798584,2.588667226691392,2.537686824798584,2.588667226691392,950000
2003-01-13,2.4867067337036133,2.526358192365298,2.46971344435108,2.526358192365298,205000
2003-01-14,2.4640493392944336,2.4810429022318106,2.437992722859468,2.447056046460576,447000
2003-01-15,2.45611834526062,2.458384242990529,2.437991973731659,2.458384242990529,435500
2003-01-16,2.5195603370666504,2.5206931508018826,2.4572509898707815,2.4572509898707815,617500
2003-01-17,2.4142017364501953,2.4923715770645076,2.4074043120309527,2.4923715770645076,190000
2003-01-21,2.3904101848602295,2.42439729890725,2.3575564247871528,2.415333978460236,354500
2003-01-22,2.322436571121216,2.353024704636693,2.2997786744354234,2.350759077030174,328000
2003-01-23,2.28844952583313,2.3394299239666485,2.271456239857564,2.3269678928075956,216000
2003-01-24,2.230672597885132,2.290716201301791,2.221609409915603,2.2884503030205954,142000
2003-01-27,2.1864898204803467,2.243134717052937,2.175160868176181,2.2318057647487715,559500
2003-01-28,2.2091472148895264,2.2657919598654734,2.1808247073498284,2.186489181847423,329500
2003-01-29,2.2442667484283447,2.277120779681649,2.209147089566599,2.209147089566599,549000
2003-01-30,2.2374699115753174,2.261260761933076,2.208014585899211,2.2125461121331913,569000
2003-01-31,2.2204763889312744,2.2487987642897367,2.214811913859582,2.237469814146352,780500
2003-02-03,2.356424331665039,2.356424331665039,2.213679473064799,2.2159452366033263,408500
2003-02-04,2.32810115814209,2.3847458993163704,2.277120756033522,2.3507590546118022,988000
2003-02-05,2.289583206176758,2.3394308094741687,2.262393776262224,2.333766198602571,697000
2003-02-06,2.3065764904022217,2.3111080164906683,2.2839185898565075,2.3111080164906683,436500
2003-02-07,2.311108350753784,2.311108350753784,2.2589951179406396,2.2827861060270433,319000
2003-02-10,2.294114351272583,2.305443299694278,2.2612603198186347,2.305443299694278,563500
2003-02-11,2.384746551513672,2.385879365615938,2.28845033012991,2.28845033012991,1532000
2003-02-12,2.4266631603240967,2.43685929552091,2.3677525171026668,2.3677525171026668,1424500
2003-02-13,2.436859369277954,2.453852658350198,2.427796047683092,2.427796047683092,906000
2003-02-14,2.413069486618042,2.434594308840407,2.402873347605204,2.434594308840407,903000
2003-02-18,2.4357264041900635,2.457251217672036,2.4119354228207044,2.4130685067643975,650000
2003-02-19,2.4527199268341064,2.4697134865806767,2.432327925241691,2.4368594511396204,1093500
2003-02-20,2.4583845138549805,2.461783225772595,2.4357266144731944,2.441390954266907,347000
2003-02-21,2.478776454925537,2.483307980670906,2.4470555046044886,2.458384454019643,630500
2003-02-24,2.492371082305908,2.503700030721249,2.4504540001794903,2.4504540001794903,1044500
2003-02-25,2.492371082305908,2.492371082305908,2.4640485762158377,2.4697131854752263,511000
2003-02-26,2.515028953552246,2.5195604788515977,2.4923710569520536,2.4923710569520536,634000
2003-02-27,2.526357650756836,2.526357650756836,2.503699756408619,2.5093640949439697,730000
2003-02-28,2.5365543365478516,2.573939897372993,2.520693590967894,2.52635820084005,489000
2003-03-03,2.5580787658691406,2.561477477258996,2.543351106547578,2.543351106547578,823500
2003-03-04,2.52069354057312,2.556946286740436,2.5037002515033193,2.551281947084989,328000
2003-03-05,2.571673631668091,2.5807369521468417,2.528623737230159,2.532022178543336,416000
2003-03-06,2.515028953552246,2.571673695052727,2.515028953552246,2.571673695052727,365000
2003-03-07,2.425530433654785,2.4969028423916817,2.40513816252798,2.4810423671398074,737500
2003-03-10,2.424398183822632,2.447056088055257,2.39041105737017,2.4187335727127137,946000
2003-03-11,2.4017395973205566,2.422131869692487,2.360955592783651,2.360955592783651,501500
2003-03-12,2.4583845138549805,2.48557393909243,2.4017394952970488,2.4017394952970488,425500
2003-03-13,2.453853130340576,2.4651823520391565,2.452720316212123,2.4640492678071912,75500
2003-03-14,2.413069486618042,2.4583852998703626,2.411936402214247,2.4538535024622883,186500
2003-03-17,2.5229592323303223,2.526357943887244,2.40173924040928,2.4051379519662017,265500
2003-03-18,2.501433849334717,2.520693032446465,2.4697129054102853,2.520693032446465,521000
2003-03-19,2.490105152130127,2.5093643371748753,2.4640485441040725,2.4810421015573394,505000
2003-03-20,2.492371082305908,2.492371082305908,2.4697131854752263,2.4697131854752263,419500
2003-03-21,2.495769500732422,2.5059653640363995,2.4844405536475764,2.4878392647833705,393500
2003-03-24,2.4969029426574707,2.4969029426574707,2.481042466768702,2.4957701286949794,155000
2003-03-25,2.538820266723633,2.5433517930988696,2.4969031750715733,2.4969031750715733,362500
2003-03-26,2.537686824798584,2.537686824798584,2.5150289284247656,2.517294556000089,190500
2003-03-27,2.5252256393432617,2.5342886919205485,2.524092555193482,2.5274912674358374,182000
2003-03-28,2.4889726638793945,2.5252254111190853,2.4889726638793945,2.511630563378334,699000
2003-03-31,2.4969029426574707,2.4969029426574707,2.466314804842425,2.4889727047130865,421500
2003-04-01,2.498035192489624,2.520693087243462,2.4878393289227847,2.4923708538528704,475000
2003-04-02,2.4753777980804443,2.5037003072992365,2.469713458298765,2.4957700695428064,287500
2003-04-03,2.481041669845581,2.5150285087348294,2.4787757725449437,2.4787757725449437,784000
2003-04-04,2.492371082305908,2.4946367099269144,2.481042133890567,2.4867064730465196,559500
2003-04-07,2.487839937210083,2.4923714632481455,2.481042513101251,2.4867068531229597,55000
2003-04-08,2.492371082305908,2.501434132996806,2.4833077615115737,2.4867064730465196,596500
2003-04-09,2.493504285812378,2.5025676080231687,2.4697135714530742,2.498035811866034,458500
2003-04-10,2.5093648433685303,2.5206937939215273,2.4810426020377805,2.4810426020377805,844500
2003-04-11,2.526357650756836,2.5320219892921867,2.5093640949439697,2.5093640949439697,172500
2003-04-14,2.537686824798584,2.537686824798584,2.5263578766116748,2.537686824798584,315500
2003-04-15,2.537686824798584,2.543351163840323,2.517294556000089,2.5320222156534142,529000
2003-04-16,2.624920129776001,2.631717553824806,2.5376872414256058,2.547883377498813,1230000
2003-04-17,2.6056606769561768,2.631717286426773,2.6056606769561768,2.630584472568231,194500
2003-04-21,2.664571523666382,2.66910304955163,2.6124583007273574,2.6124583007273574,350500
2003-04-22,2.669103622436523,2.673635149294399,2.6611733829093596,2.664572095578648,316000
2003-04-23,2.7302792072296143,2.832239740655995,2.678165991679889,2.678165991679889,1157500
2003-04-24,2.6962921619415283,2.6985577893424297,2.6736339972086443,2.6906275532324546,468000
2003-04-25,2.75067138671875,2.7518042005780474,2.701956879424137,2.701956879424137,664000
2003-04-28,2.5773379802703857,2.74727218341026,2.549015478028707,2.74727218341026,1467500
2003-04-29,2.6430463790893555,2.6430463790893555,2.5943318691774415,2.599996478985169,1058000
2003-04-30,2.6623055934906006,2.669103017288041,2.6113254552167273,2.643046406133496,878000
2003-05-01,2.6962921619415283,2.696292161941528,2.662305049893907,2.6679696586029804,167000
2003-05-02,2.751804828643799,2.751804828643799,2.6974259695379423,2.699691597773639,417500
2003-05-05,2.7393431663513184,2.7699313095149343,2.7189511609434147,2.7518049324281755,231500
2003-05-06,2.7019569873809814,2.7472727848048493,2.696292647754727,2.7472727848048493,469500
2003-05-07,2.7042229175567627,2.7132859691082816,2.66230556134647,2.6962926799233187,545000
2003-05-08,2.7155516147613525,2.724614665470874,2.667969923277772,2.705355480135563,537000
2003-05-09,2.754070997238159,2.7755960882105786,2.6962934200055724,2.6962934200055724,927000
2003-05-12,2.687229633331299,2.768798186058113,2.6736347845090003,2.7642666598185097,659500
2003-05-13,2.6430463790893555,2.6951596008652134,2.639647667225411,2.6906280750811087,493500
2003-05-14,2.5943312644958496,2.655507793684474,2.588666926111817,2.65097599885317,513500
2003-05-15,2.5195603370666504,2.6033947658524363,2.4583840737094316,2.594331445660326,1925500
2003-05-16,2.559212446212769,2.56940831265527,2.5104979317421434,2.515029457950309,1070000
2003-05-19,2.5229592323303223,2.5535473662391803,2.5229592323303223,2.5535473662391803,862500
2003-05-20,2.5365543365478516,2.5490161001217437,2.52295948893745,2.52295948893745,785500
2003-05-21,2.5603456497192383,2.5603456497192383,2.4923719359461196,2.503700888241639,479000
2003-05-22,2.5750722885131836,2.5830025249493898,2.560344629387823,2.560344629387823,415500
2003-05-23,2.6056606769561768,2.6283185747477,2.586401490843727,2.586401490843727,104500
2003-05-27,2.5943312644958496,2.6226537667262093,2.5909325534240706,2.611324819854745,177500
2003-05-28,2.613590717315674,2.613590717315674,2.5965974303036994,2.5999961417267796,498000
2003-05-29,2.6283187866210938,2.6373821085303817,2.607926785006267,2.6124583109091764,95500
2003-05-30,2.639647960662842,2.639647960662842,2.6056611083487033,2.628319009891462,515500
2003-06-02,2.6294519901275635,2.639647856346429,2.622654565912665,2.639647856346429,193500
2003-06-03,2.588667869567871,2.6283190630174187,2.5773389185675004,2.6283190630174187,173500
2003-06-04,2.607927083969116,2.607927083969116,2.5716743323830253,2.5830032834907413,357000
2003-06-05,2.624920129776001,2.639647791847253,2.6090596537311064,2.616989891753554,406000
2003-06-06,2.6362483501434326,2.6691023772167695,2.6283181143159715,2.6283181143159715,459500
2003-06-09,2.6453120708465576,2.662305358738288,2.6351159360494547,2.656641019475525,146500
2003-06-10,2.639647960662842,2.6623058622056006,2.633983620328898,2.633983620328898,414000
