Date,Adj Close,Close,High,Low,Open,Volume
1980-05-06,,0.3904112875461578,0.4133766574018142,0.3904112875461578,0.0,300.0
1980-05-07,,0.41337651014328,0.4363418718179067,0.41337651014328,0.0,2000.0
1980-05-08,,0.4363419115543365,0.4363419115543365,0.4133765477883188,0.0,1700.0
1980-05-09,,0.4363419115543365,0.4363419115543365,0.4133765477883188,0.0,700.0
1980-05-12,,0.41337651014328,0.4363418718179067,0.41337651014328,0.0,1800.0
1980-05-13,,0.4363419115543365,0.4363419115543365,0.4133765477883188,0.0,3800.0
1980-05-14,,0.4593074321746826,0.4593074321746826,0.4363420605659485,0.0,3300.0
1980-05-15,,0.4363419115543365,0.4593072753203542,0.4363419115543365,0.0,1900.0
1980-05-16,,0.4593074321746826,0.4593074321746826,0.4593074321746826,0.0,4500.0
1980-05-19,,0.4593074321746826,0.4593074321746826,0.4363420605659485,0.0,3100.0
1980-05-20,,0.4593074321746826,0.5052381753921509,0.4593074321746826,0.0,8500.0
1980-05-21,,0.4822726845741272,0.4822726845741271,0.4593073186420259,0.0,1600.0
1980-05-22,,0.4822726845741272,0.4822726845741271,0.4822726845741271,0.0,2900.0
1980-05-23,,0.4822726845741272,0.4822726845741271,0.4822726845741271,0.0,1400.0
1980-05-27,,0.5052379965782166,0.5052379965782166,0.4822726330973885,0.0,700.0
1980-05-28,,0.4822726845741272,0.5052380505062285,0.4822726845741271,0.0,3200.0
1980-05-29,,0.4822726845741272,0.5052380505062285,0.4822726845741271,0.0,2200.0
1980-05-30,,0.4822726845741272,0.4822726845741271,0.4593073186420259,0.0,4700.0
1980-06-02,,0.5052379965782166,0.5052379965782166,0.4593072696165605,0.0,7300.0
1980-06-03,,0.5052379965782166,0.5052379965782166,0.5052379965782166,0.0,400.0
1980-06-04,,0.5282033085823059,0.5282033085823059,0.482272586096888,0.0,14100.0
1980-06-05,,0.5282033085823059,0.5511686698250149,0.5282033085823059,0.0,12500.0
1980-06-06,,0.5282033085823059,0.5282033085823059,0.5052379473395969,0.0,900.0
1980-06-09,,0.5282033085823059,0.5282033085823059,0.5052379473395969,0.0,3800.0
1980-06-10,,0.4822726845741272,0.5052380505062285,0.4822726845741271,0.0,3100.0
1980-06-11,,0.5052379965782166,0.5052379965782166,0.4822726330973885,0.0,2700.0
1980-06-12,,0.4822726845741272,0.4822726845741271,0.4822726845741271,0.0,2000.0
1980-06-13,,0.4822726845741272,0.4822726845741271,0.4822726845741271,0.0,2400.0
1980-06-16,,0.5052379965782166,0.5052379965782166,0.4822726330973885,0.0,1500.0
1980-06-17,,0.4822726845741272,0.4822726845741271,0.4593073186420259,0.0,6600.0
1980-06-19,,0.4822726845741272,0.5052380505062285,0.4593073186420259,0.0,4200.0
1980-06-20,,0.4822726845741272,0.4822726845741271,0.4822726845741271,0.0,3500.0
1980-06-23,,0.4593074321746826,0.4822728037834167,0.4593074321746826,0.0,1000.0
1980-06-24,,0.4593074321746826,0.4822728037834167,0.4593074321746826,0.0,1900.0
1980-06-25,,0.4593074321746826,0.4822728037834167,0.4593074321746826,0.0,2200.0
1980-06-26,,0.4593074321746826,0.4822728037834167,0.4593074321746826,0.0,8100.0
1980-06-27,,0.4363419115543365,0.4593072753203542,0.4363419115543365,0.0,3300.0
1980-06-30,,0.4593074321746826,0.4593074321746826,0.4363420605659485,0.0,2300.0
1980-07-01,,0.4363419115543365,0.4593072753203542,0.4363419115543365,0.0,4400.0
1980-07-02,,0.4363419115543365,0.4593072753203542,0.4363419115543365,0.0,4600.0
1980-07-03,,0.4363419115543365,0.4363419115543365,0.4363419115543365,0.0,4000.0
1980-07-09,,0.4593074321746826,0.4593074321746826,0.4363420605659485,0.0,1900.0
1980-07-10,,0.4593074321746826,0.4593074321746826,0.4363420605659485,0.0,1800.0
1980-07-11,,0.4593074321746826,0.4593074321746826,0.4363420605659485,0.0,1000.0
1980-07-14,,0.4593074321746826,0.4593074321746826,0.4593074321746826,0.0,1600.0
1980-07-15,,0.4593074321746826,0.4593074321746826,0.4363420605659485,0.0,2700.0
1980-07-16,,0.4593074321746826,0.4593074321746826,0.4363420605659485,0.0,8200.0
1980-07-17,,0.4363419115543365,0.4593072753203542,0.4363419115543365,0.0,4100.0
1980-07-18,,0.4593074321746826,0.4822728037834167,0.4593074321746826,0.0,8900.0
1980-07-21,,0.4822726845741272,0.4822726845741271,0.4593073186420259,0.0,11100.0
1980-07-22,,0.4593074321746826,0.4822728037834167,0.4593074321746826,0.0,9500.0
1980-07-23,,0.4822726845741272,0.4822726845741271,0.4363419527099246,0.0,2600.0
1980-07-24,,0.4593074321746826,0.4822728037834167,0.4593074321746826,0.0,4900.0
1980-07-25,,0.4593074321746826,0.4822728037834167,0.4593074321746826,0.0,3200.0
1980-07-28,,0.4593074321746826,0.4593074321746826,0.4363420605659485,0.0,1500.0
1980-07-29,,0.4822726845741272,0.4822726845741271,0.4593073186420259,0.0,7500.0
1980-07-30,,0.5052379965782166,0.5052379965782166,0.4593072696165605,0.0,18300.0
1980-07-31,,0.5052379965782166,0.5052379965782166,0.4822726330973885,0.0,9600.0
1980-08-01,,0.4822726845741272,0.5052380505062285,0.4822726845741271,0.0,6900.0
1980-08-04,,0.5052379965782166,0.5052379965782166,0.4822726330973885,0.0,13000.0
1980-08-05,,0.5052379965782166,0.5052379965782166,0.5052379965782166,0.0,7700.0
1980-08-06,,0.4822726845741272,0.5052380505062285,0.4822726845741271,0.0,6100.0
1980-08-07,,0.5282033085823059,0.5282033085823059,0.482272586096888,0.0,10900.0
1980-08-08,,0.5052379965782166,0.5282033600590446,0.5052379965782166,0.0,5100.0
1980-08-11,,0.5511688590049744,0.5511688590049744,0.5052381207545598,0.0,38900.0
1980-08-12,,0.5511688590049744,0.5970995972553889,0.5282034898797671,0.0,26900.0
1980-08-13,,0.5052379965782166,0.5511687235398726,0.5052379965782166,0.0,10500.0
1980-08-14,,0.5511688590049744,0.5511688590049744,0.5282034898797671,0.0,8200.0
1980-08-15,,0.5511688590049744,0.5511688590049744,0.5282034898797671,0.0,3400.0
1980-08-18,,0.5282033085823059,0.5511686698250149,0.5282033085823059,0.0,2700.0
1980-08-19,,0.5282033085823059,0.5282033085823059,0.5052379473395969,0.0,9900.0
1980-08-20,,0.5282033085823059,0.5282033085823059,0.5052379473395969,0.0,3000.0
1980-08-21,,0.5511688590049744,0.5511688590049744,0.5282034898797671,0.0,3000.0
1980-08-22,,0.5282033085823059,0.5282033085823059,0.5282033085823059,0.0,7300.0
1980-08-25,,0.5282033085823059,0.5282033085823059,0.5052379473395969,0.0,2400.0
1980-08-26,,0.5282033085823059,0.5511686698250149,0.5282033085823059,0.0,9800.0
1980-08-27,,0.5511688590049744,0.5511688590049744,0.5282034898797671,0.0,4000.0
1980-08-28,,0.5511688590049744,0.5511688590049744,0.5282034898797671,0.0,4600.0
1980-08-29,,0.4822726845741272,0.5052380505062285,0.4822726845741271,0.0,9200.0
1980-09-02,,0.5511688590049744,0.5511688590049744,0.5282034898797671,0.0,16300.0
1980-09-03,,0.5511688590049744,0.5511688590049744,0.5282034898797671,0.0,7100.0
1980-09-04,,0.5282033085823059,0.5511686698250149,0.5282033085823059,0.0,6100.0
1980-09-05,,0.5052379965782166,0.5282033600590446,0.5052379965782166,0.0,4100.0
1980-09-08,,0.5282033085823059,0.5282033085823059,0.5052379473395969,0.0,6100.0
1980-09-09,,0.5282033085823059,0.5282033085823059,0.5052379473395969,0.0,2300.0
1980-09-10,,0.5741345286369324,0.5970999097824097,0.5282037663459778,0.0,78100.0
1980-09-11,,0.5741345286369324,0.5741345286369324,0.5511691474914551,0.0,14300.0
1980-09-12,,0.5282033085823059,0.5741340310677239,0.5282033085823059,0.0,5800.0
1980-09-16,,0.5511688590049744,0.5511688590049744,0.5282034898797671,0.0,12100.0
1980-09-17,,0.5511688590049744,0.5511688590049744,0.5511688590049744,0.0,11900.0
1980-09-18,,0.5282033085823059,0.5511686698250149,0.5282033085823059,0.0,6600.0
1980-09-19,,0.5052379965782166,0.5282033600590446,0.5052379965782166,0.0,4200.0
