Date,Close,High,Low,Open,Volume
1982-04-01,0.6101718544960022,0.614380079230201,0.6101718544960022,0.0,128395
1982-04-02,0.6101718544960022,0.6185880614853024,0.6101718544960022,0.0,161627
1982-04-05,0.614380419254303,0.6227965702816828,0.6143804192543031,0.0,196369
1982-04-06,0.614380419254303,0.6185884038382811,0.6143804192543031,0.0,136703
1982-04-07,0.614380419254303,0.6185884038382811,0.6143804192543031,0.0,64198
1982-04-08,0.6312125325202942,0.6354205154415882,0.6312125325202942,0.0,294554
1982-04-12,0.6227964162826538,0.6270043998261228,0.6227964162826538,0.0,299085
1982-04-13,0.6227964162826538,0.6270043998261228,0.6227964162826538,0.0,99695
1982-04-14,0.6017555594444275,0.6059635393881062,0.6017555594444274,0.0,171445
1982-04-15,0.614380419254303,0.6185884038382811,0.6143804192543031,0.0,219027
1982-04-16,0.614380419254303,0.6185884038382811,0.6143804192543031,0.0,126129
1982-04-19,0.614380419254303,0.6227965702816828,0.6143804192543031,0.0,160872
1982-04-20,0.6101718544960022,0.6185880614853024,0.6101718544960022,0.0,817198
1982-04-21,0.6101718544960022,0.614380079230201,0.6101718544960022,0.0,40784
1982-04-22,0.6101718544960022,0.614380079230201,0.6101718544960022,0.0,79303
1982-04-23,0.6396287679672241,0.6480449160260736,0.6396287679672241,0.0,339870
1982-04-26,0.6690853834152222,0.6732933673171614,0.6690853834152222,0.0,327785
1982-04-27,0.6522530317306519,0.6564610156858915,0.6522530317306519,0.0,251504
1982-04-28,0.6227964162826538,0.6270043998261228,0.6227964162826538,0.0,557386
1982-04-29,0.5849236845970154,0.5891316679166241,0.5849236845970154,0.0,410865
1982-04-30,0.6564610004425049,0.6606692267792226,0.6564610004425049,0.0,926712
1982-05-03,0.6943340301513672,0.6985420145169725,0.6943340301513672,0.0,589108
1982-05-04,0.6901257038116455,0.6943339300497731,0.6901257038116456,0.0,581555
1982-05-05,0.6522530317306519,0.6564610156858915,0.6522530317306519,0.0,541526
1982-05-06,0.643836498260498,0.6480447225832243,0.643836498260498,0.0,396515
