Date,Close,High,Low,Open,Volume,Adj Close
2017-02-03,11.740388870239258,12.806121756125052,11.697067248341048,12.606838233356546,3935975.0,
2017-02-06,11.26384449005127,11.818372726546974,11.26384449005127,11.740391756938054,988602.0,
2017-02-07,11.090551376342772,11.341822188717613,10.830617424717358,11.26384124159813,656064.0,
2017-02-08,10.52735996246338,11.09055205922068,10.501367158080718,10.934591001636354,307856.0,
2017-02-09,10.302083969116213,10.752637492035236,10.241432679806328,10.48403783704586,564301.0,
2017-02-10,10.302083969116213,10.397392896243828,9.886188084014918,10.02482032780125,752026.0,
2017-02-13,10.52735996246338,11.263841935146004,10.206773861253064,10.310747617556723,265764.0,
2017-02-14,9.660910606384276,10.769966830518763,9.54827286376441,10.458043868332162,444477.0,
2017-02-15,9.79087734222412,10.050812138920335,9.530942545527903,9.704232409992049,611309.0,
2017-02-16,9.61758804321289,10.258760240924016,9.504949455437243,9.704232980539134,161200.0,
2017-02-17,9.478955268859863,9.799542195840754,9.30566625026624,9.530942566818284,248764.0,
2017-02-21,9.704232215881348,9.79087714638029,9.435633439089193,9.435633439089193,151163.0,
2017-02-22,9.522279739379885,9.790878554810313,9.44429878295862,9.539607712463203,176664.0,
2017-02-23,9.548273086547852,9.669575664318444,9.36631837363427,9.36631837363427,105282.0,
2017-02-24,9.461627960205078,9.591594521683652,9.383647007808722,9.530943233991604,69027.0,
2017-02-27,9.43563461303711,9.626253314599357,9.314331187491897,9.418304947775146,127608.0,
2017-02-28,9.444297790527344,9.617587658243442,9.366317688558151,9.444297790527344,206569.0,
2017-03-01,10.319411277770996,10.354070605873993,9.504949225141052,9.504949225141052,392758.0,
2017-03-02,10.821950912475586,11.350485299264992,10.354069497113787,10.397391113830528,367666.0,
2017-03-03,11.26384449005127,11.740391756938054,10.899935837316573,10.908599825323432,316152.0,
2017-03-06,11.12520980834961,11.489119228477104,10.908597461253567,11.27250603512338,147783.0,
2017-03-07,10.683319091796877,11.385143301124032,10.544686877575517,11.107879718938834,151675.0,
2017-03-08,9.201692581176758,10.683321413392871,8.733810237454671,10.432050576295104,377805.0,
2017-03-09,9.27100658416748,9.45296041124243,8.855110792448652,9.01973665076314,295464.0,
2017-03-10,9.089054107666016,9.48762202695854,8.967751526963793,9.097719786655766,321273.0,
2017-03-13,9.18436336517334,9.383646890461652,8.768468342624454,9.045731973076268,183731.0,
2017-03-14,9.167033195495604,9.37498152237098,8.846447143602472,9.115045902212378,117571.0,
2017-03-15,9.175699234008787,9.27967384384797,8.846449123710487,9.141041594900884,154850.0,
2017-03-16,8.881105422973633,9.227685146796995,8.621171476363715,9.175697849720448,142560.0,
2017-03-17,8.47387409210205,9.08905257056672,8.274590589286566,8.967750010378635,286452.0,
2017-03-20,7.824038028717041,8.577848816025307,7.642084167646862,8.577848816025307,312260.0,
2017-03-21,8.023322105407715,8.144625534044279,7.416806654740353,7.876025870731206,194689.0,
2017-03-22,7.633419036865234,8.049314043765353,7.572766905956136,8.049314043765353,203189.0,
2017-03-23,7.676742076873779,7.798044655229831,7.451464892775172,7.668078090567032,162224.0,
2017-03-24,7.581431865692139,7.728728933231705,7.41680598028252,7.633419165559944,98830.0,
2017-03-27,7.659412860870361,7.962671017058054,7.390814036972773,7.520781455514178,284301.0,
2017-03-28,8.6644926071167,8.707815070152282,7.711398420333862,7.711398420333862,467930.0,
2017-03-29,8.898435592651367,9.591594233493636,8.179282455533668,8.326578677290872,427374.0,
2017-03-30,9.089054107666016,9.418305057617678,8.733810352033672,8.89843625013836,248968.0,
2017-03-31,8.378565788269043,9.0370685374265,8.179283097102546,9.0370685374265,835289.0,
2017-04-03,8.2485990524292,8.820456059662282,8.239935065203115,8.44788260623817,256445.0,
2017-04-04,8.005992889404297,8.699151556709356,7.876025480611282,8.283255679320174,218756.0,
2017-04-05,8.127296447753906,8.491205067092007,7.910684073593396,7.910684073593396,270373.0,
2017-04-06,8.161951065063477,8.300583271665234,8.10129979202176,8.18794470958349,130578.0,
2017-04-07,8.179283142089844,8.352573028410506,8.06664454672987,8.222604767412287,208925.0,
2017-04-10,7.720062255859375,8.239932648488221,7.702734286489378,8.222602986603146,139693.0,
2017-04-11,7.798043727874756,7.832701361495605,7.650747515599752,7.676741163944188,120541.0,
2017-04-12,7.460128784179688,7.832701304809034,7.4081414878670575,7.832701304809034,206159.0,
2017-04-13,7.234852313995361,7.6594121711638765,7.104884907157121,7.512115945998739,148808.0,
2017-04-17,6.697653293609619,7.36482040041532,6.585014707647442,7.36482040041532,195918.0,
2017-04-18,6.51569938659668,6.836285921812267,6.429054445694443,6.688989691530004,139078.0,
2017-04-19,6.195112705230713,6.576350943961294,6.082474961721229,6.567686534701244,130988.0,
2017-04-20,6.2730937004089355,6.446384002426816,6.117133063286108,6.247100049324043,109685.0,
2017-04-21,6.264429092407227,6.307751134700466,6.1517900899296025,6.212441795397739,45165.0,
2017-04-24,6.576350688934326,6.654331215508414,6.290422655667769,6.325080714492789,486876.0,
2017-04-25,6.654330730438232,6.8536138136798295,6.550356561542414,6.654330730438232,103745.0,
2017-04-26,6.766970157623291,6.862279077981262,6.611008259748124,6.611008259748124,101390.0,
2017-04-27,6.8016276359558105,6.940259020437203,6.706317448411728,6.714982703308333,125150.0,
2017-04-28,6.72364616394043,7.0528970515495635,6.714982179106603,6.801627104990189,162633.0,
2017-05-01,6.411726474761963,6.766971094504195,6.36840357831124,6.766971094504195,234426.0,
2017-05-02,6.437718391418457,6.489705690717979,5.9958297324030765,6.368402697567126,222750.0,
2017-05-03,6.195112705230713,6.4810415958430685,6.108467766372537,6.429054294025091,134777.0,
2017-05-04,5.588597774505615,6.316414820589369,5.5712685352810425,6.195111838532482,200015.0,
2017-05-05,5.302671432495117,5.761889397638888,5.242018869470451,5.640586387233954,184960.0,
2017-05-08,5.268013000488281,5.337329556741999,5.0687302813590085,5.3286642996257925,293621.0,
2017-05-09,5.146708965301514,5.294005613395444,5.07739369208806,5.285341204243762,137030.0,
2017-05-10,5.086058139801025,5.190032751574908,4.904103838583352,5.164039098631437,237088.0,
2017-05-11,5.29400634765625,5.597263671927725,5.008078690349375,5.250684295889219,276620.0,
2017-05-12,5.4759602546691895,5.623256912354502,5.30267121409398,5.328663596983878,365925.0,
2017-05-15,5.562604904174805,5.8398685392062015,5.389315026497972,5.649249843013221,288603.0,
2017-05-16,5.120715618133545,5.571269114776236,4.97341897348314,5.571269114776236,292699.0,
2017-05-17,5.501953601837158,5.77921723614277,5.068729331907953,5.068729331907953,440278.0,
2017-05-18,5.467294692993164,5.5539400412823,5.319998489472056,5.501952747683064,146759.0,
2017-05-19,5.649249076843262,5.839867747183904,5.319998607788627,5.501952870046291,233402.0,
2017-05-22,6.134461402893066,6.255764401635762,5.666579495788254,5.666579495788254,191514.0,
2017-05-23,6.420390605926514,6.67166060177603,6.099804063392428,6.186449006272635,219780.0,
2017-05-24,5.961171627044678,6.498370010335592,5.874526699215254,6.481040770892436,187520.0,
2017-05-25,5.770552158355713,6.117132295777685,5.692572484271569,6.047815760538742,211690.0,
2017-05-26,5.692573070526123,6.030487988259402,5.467295471403325,5.787881994017671,204418.0,
2017-05-30,5.588597774505615,5.935177904580481,5.562604127233147,5.6579134620175635,185574.0,
2017-05-31,5.441301345825195,5.692572130841873,5.345992014937715,5.458630584341223,173592.0,
2017-06-01,5.319999694824219,5.510617980985114,5.285341632281843,5.285341632281843,70973.0,
2017-06-02,5.103386402130127,5.475959342909368,5.077393177310436,5.337327964280099,217835.0,
2017-06-05,4.8347883224487305,5.190032951778157,4.791465424828827,5.06872993857754,247125.0,
2017-06-06,5.068729400634766,5.129380689233726,4.774136520735149,4.817458567499517,108354.0,
2017-06-07,4.990747928619385,5.138044564832025,4.947425886355433,5.051399634046519,100878.0,
2017-06-08,4.748142242431641,4.982083802834212,4.566187977537722,4.765471481977455,203189.0,
2017-06-09,4.678827285766602,4.9127680365180915,4.626839982123098,4.756807394974147,53153.0,
2017-06-12,4.600846290588379,5.008078191012743,4.548859410522464,4.68749165487004,99649.0,
2017-06-13,4.618175029754639,4.938760655353449,4.479542813206616,4.618175029754639,116035.0,
2017-06-14,4.540194988250732,4.834787871966672,4.505537350390264,4.626839929159606,127915.0,
2017-06-15,4.453548431396484,4.592180625051839,4.340909879833683,4.58351537247316,181785.0,
2017-06-16,4.436220169067383,4.583516378236612,4.358240071935903,4.418891352622341,130066.0,
2017-06-19,4.5055365562438965,4.661497168512924,4.444884854420851,4.444884854420851,73021.0,
2017-06-20,4.496873378753662,4.600846725587064,4.366905531607459,4.470879724698643,74557.0,
2017-06-21,4.522865295410156,4.644167862089607,4.470878843800798,4.505536901335844,161302.0,
2017-06-22,4.852115631103516,4.938760983772172,4.522865152729314,4.522865152729314,135186.0,
2017-06-23,4.73947811126709,4.800129818529622,4.54885900389332,4.7568069286970625,320863.0,
2017-06-26,4.696155548095703,4.886775091857643,4.609510608661252,4.7568072595771245,93709.0,
2017-06-27,4.999412536621094,5.493288915688574,4.401562405712469,4.696155266767469,303043.0,
2017-06-28,5.042735576629639,5.285341145840082,4.852116038625999,5.0340711675737,216503.0,
2017-06-29,5.397979736328125,5.5106174772545735,4.722149059481128,5.0254063385303755,310826.0,
2017-06-30,5.242018699645996,5.605928142200189,5.068729657547535,5.449966650299202,226028.0,
2017-07-03,5.224689483642578,5.553940389124381,5.103386496195135,5.276676780497768,46086.0,
2017-07-05,5.025406837463379,5.198696728410392,4.982084787855499,5.077394143250581,58683.0,
2017-07-06,5.181366443634033,5.475959283636688,4.592181609886299,4.8174579150670285,208003.0,
2017-07-07,5.094723701477051,5.302671668106773,5.034071982015228,5.207361460556282,62268.0,
2017-07-10,5.2160258293151855,5.363322486485599,4.990748638716774,4.990748638716774,71280.0,
2017-07-11,5.4759602546691895,5.4759602546691895,4.982084669575733,5.190032618401028,60322.0,
2017-07-12,5.493288516998291,5.5452758122745625,5.2160249167925175,5.475959277529938,87871.0,
2017-07-13,5.406643390655518,5.501952723283493,5.207359894418937,5.449965429914805,59912.0,
2017-07-14,5.4759602546691895,5.52794755922216,5.345993262673351,5.345993262673351,37381.0,
2017-07-17,5.675242900848389,5.900520056789682,5.354656406770515,5.562604322877742,174513.0,
2017-07-18,5.701236724853516,5.73589478246166,5.5626044944209365,5.640585441385869,102721.0,
2017-07-19,6.160454750061035,6.186448399627697,5.753224150837612,5.753224150837612,73738.0,
2017-07-20,5.857197284698486,6.134460896243379,5.839868044521428,6.125796910848056,105384.0,
2017-07-21,5.770552158355713,5.987164479788952,5.605927132569484,5.987164479788952,227666.0,
2017-07-24,5.701236724853516,6.056481286425988,5.6319210327660345,6.056481286425988,58683.0,
2017-07-25,5.874527454376221,5.9698363794858516,5.62325662361589,5.701237153312399,157410.0,
2017-07-26,5.9525065422058105,6.013157824162735,5.458631031888795,5.813875161483924,157205.0,
2017-07-27,5.787881851196289,5.961172145042021,5.735894974606981,5.952506889874294,105077.0,
2017-07-28,5.415308475494385,5.857197562468961,5.30267073621022,5.8312039125350585,159049.0,
2017-07-31,5.467294692993164,5.805209985744335,5.311334081581774,5.415307822522701,158127.0,
2017-08-01,5.597262859344482,5.761888747804089,5.484625117973504,5.510617499002489,108149.0,
2017-08-02,5.657913684844971,5.718564966697672,5.501953064454255,5.6059272345101965,146554.0,
2017-08-03,5.770552158355713,6.021822958972818,5.588597892977551,5.718564862708704,205033.0,
2017-08-04,6.151790142059326,6.489705459840458,5.813875247406998,5.883190938792356,325369.0,
2017-08-07,6.472377300262451,6.611008697115816,6.2297717210757915,6.2297717210757915,201244.0,
2017-08-08,6.784299373626709,6.818957013179168,6.342409814915269,6.602345073460811,215684.0,
2017-08-09,6.585015296936035,6.8796081900910275,6.429054652180238,6.8796081900910275,120746.0,
2017-08-10,6.498370170593262,6.714982495508744,6.4550472824813685,6.541692212447561,69949.0,
2017-08-11,6.238436698913574,6.671661017158625,6.160455737711603,6.463713056673358,128530.0,
2017-08-14,5.891855716705322,6.290422765456101,5.735895083963951,6.212442237520999,195816.0,
2017-08-15,5.709901809692383,6.39439694178441,5.510617849062311,5.631921699749947,162224.0,
2017-08-16,5.805210590362549,5.874527130090506,5.614591904408141,5.805210590362549,67184.0,
